gene_name,gene_id,identifier,protein,uniprot_id
NONMMUG003575,NONMMUG003575,NONMMUG003575,Fus,P35637
NONMMUG003576,NONMMUG003576,NONMMUG003576,Fus,P35637
NONMMUG003583,NONMMUG003583,NONMMUG003583,Fus,P35637
NONMMUG003592,NONMMUG003592,NONMMUG003592,Fus,P35637
NONMMUG003622,NONMMUG003622,NONMMUG003622,Fus,P35637
NONMMUG003630,NONMMUG003630,NONMMUG003630,Fus,P35637
NONMMUG003641,NONMMUG003641,NONMMUG003641,Fus,P35637
NONMMUG003656,NONMMUG003656,NONMMUG003656,Fus,P35637
NONMMUG003689,NONMMUG003689,NONMMUG003689,Fus,P35637
NONMMUG003695,NONMMUG003695,NONMMUG003695,Fus,P35637
NONMMUG003697,NONMMUG003697,NONMMUG003697,Fus,P35637
NONMMUG003706,NONMMUG003706,NONMMUG003706,Fus,P35637
NONMMUG003726,NONMMUG003726,NONMMUG003726,Fus,P35637
NONMMUG003742,NONMMUG003742,NONMMUG003742,Fus,P35637
NONMMUG003743,NONMMUG003743,NONMMUG003743,Fus,P35637
NONMMUG003752,NONMMUG003752,NONMMUG003752,Fus,P35637
NONMMUG003757,NONMMUG003757,NONMMUG003757,Fus,P35637
NONMMUG003763,NONMMUG003763,NONMMUG003763,Fus,P35637
NONMMUG003765,NONMMUG003765,NONMMUG003765,Fus,P35637
NONMMUG003772,NONMMUG003772,NONMMUG003772,Fus,P35637
NONMMUG003781,NONMMUG003781,NONMMUG003781,Fus,P35637
NONMMUG003783,NONMMUG003783,NONMMUG003783,Fus,P35637
Ctnna3,NONMMUG003814,NONMMUG003814,Fus,P35637
NONMMUG003848,NONMMUG003848,NONMMUG003848,Fus,P35637
NONMMUG003870,NONMMUG003870,NONMMUG003870,Fus,P35637
Rtkn2,NONMMUG003883,NONMMUG003883,Fus,P35637
NONMMUG003934,NONMMUG003934,NONMMUG003934,Fus,P35637
NONMMUG003952,NONMMUG003952,NONMMUG003952,Fus,P35637
NONMMUG003983,NONMMUG003983,NONMMUG003983,Fus,P35637
NONMMUG003994,NONMMUG003994,NONMMUG003994,Fus,P35637
NONMMUG004007,NONMMUG004007,NONMMUG004007,Fus,P35637
NONMMUG004010,NONMMUG004010,NONMMUG004010,Fus,P35637
Col6a1,NONMMUG004029,NONMMUG004029,Fus,P35637
NONMMUG004034,NONMMUG004034,NONMMUG004034,Fus,P35637
NONMMUG004044,NONMMUG004044,NONMMUG004044,Fus,P35637
Sumo3,NONMMUG004052,NONMMUG004052,Fus,P35637
NONMMUG004058,NONMMUG004058,NONMMUG004058,Fus,P35637
NONMMUG004063,NONMMUG004063,NONMMUG004063,Fus,P35637
NONMMUG004070,NONMMUG004070,NONMMUG004070,Fus,P35637
NONMMUG004071,NONMMUG004071,NONMMUG004071,Fus,P35637
NONMMUG004073,NONMMUG004073,NONMMUG004073,Fus,P35637
Polrmt,NONMMUG004090,NONMMUG004090,Fus,P35637
NONMMUG004091,NONMMUG004091,NONMMUG004091,Fus,P35637
NONMMUG004095,NONMMUG004095,NONMMUG004095,Fus,P35637
E130317F20Rik,NONMMUG004097,NONMMUG004097,Fus,P35637
NONMMUG004102,NONMMUG004102,NONMMUG004102,Fus,P35637
Polr2e,NONMMUG004107,NONMMUG004107,Fus,P35637
NONMMUG004108,NONMMUG004108,NONMMUG004108,Fus,P35637
Cirbp,NONMMUG004117,NONMMUG004117,Fus,P35637
Mum1,NONMMUG004119,NONMMUG004119,Fus,P35637
NONMMUG002350,NONMMUG004135,NONMMUG004135,Fus,P35637
NONMMUG004138,NONMMUG004138,NONMMUG004138,Fus,P35637
NONMMUG004141,NONMMUG004141,NONMMUG004141,Fus,P35637
NONMMUG004143,NONMMUG004143,NONMMUG004143,Fus,P35637
NONMMUG004146,NONMMUG004146,NONMMUG004146,Fus,P35637
NONMMUG004149,NONMMUG004149,NONMMUG004149,Fus,P35637
NONMMUG004151,NONMMUG004151,NONMMUG004151,Fus,P35637
Slc39a3,NONMMUG004154,NONMMUG004154,Fus,P35637
Pip5k1c,NONMMUG004168,NONMMUG004168,Fus,P35637
Hmg20b,NONMMUG004170,NONMMUG004170,Fus,P35637
4930404N11Rik,NONMMUG004173,NONMMUG004173,Fus,P35637
NONMMUG004174,NONMMUG004174,NONMMUG004174,Fus,P35637
NONMMUG004175,NONMMUG004175,NONMMUG004175,Fus,P35637
Fzr1,NONMMUG004176,NONMMUG004176,Fus,P35637
2210404O07Rik,NONMMUG004178,NONMMUG004178,Fus,P35637
Nfic,NONMMUG004179,NONMMUG004179,Fus,P35637
Gm15917,NONMMUG004188,NONMMUG004188,Fus,P35637
Tle2,NONMMUG004189,NONMMUG004189,Fus,P35637
BC025920,NONMMUG004192,NONMMUG004192,Fus,P35637
AC153919.1,NONMMUG004193,NONMMUG004193,Fus,P35637
NONMMUG004201,NONMMUG004201,NONMMUG004201,Fus,P35637
NONMMUG004216,NONMMUG004216,NONMMUG004216,Fus,P35637
NONMMUG004217,NONMMUG004217,NONMMUG004217,Fus,P35637
NONMMUG004219,NONMMUG004219,NONMMUG004219,Fus,P35637
NONMMUG004233,NONMMUG004233,NONMMUG004233,Fus,P35637
NONMMUG004238,NONMMUG004238,NONMMUG004238,Fus,P35637
NONMMUG004239,NONMMUG004239,NONMMUG004239,Fus,P35637
Aldh1l2,NONMMUG004245,NONMMUG004245,Fus,P35637
NONMMUG004247,NONMMUG004247,NONMMUG004247,Fus,P35637
NONMMUG004260,NONMMUG004260,NONMMUG004260,Fus,P35637
AC140333.2,NONMMUG004269,NONMMUG004269,Fus,P35637
NONMMUG004279,NONMMUG004279,NONMMUG004279,Fus,P35637
NONMMUG004285,NONMMUG004285,NONMMUG004285,Fus,P35637
NONMMUG004290,NONMMUG004290,NONMMUG004290,Fus,P35637
NONMMUG004294,NONMMUG004294,NONMMUG004294,Fus,P35637
NONMMUG004337,NONMMUG004337,NONMMUG004337,Fus,P35637
NONMMUG004347,NONMMUG004347,NONMMUG004347,Fus,P35637
NONMMUG004354,NONMMUG004354,NONMMUG004354,Fus,P35637
NONMMUG004363,NONMMUG004363,NONMMUG004363,Fus,P35637
Apaf1,NONMMUG004375,NONMMUG004375,Fus,P35637
NONMMUG004380,NONMMUG004380,NONMMUG004380,Fus,P35637
NONMMUG004381,NONMMUG004381,NONMMUG004381,Fus,P35637
NONMMUG004382,NONMMUG004382,NONMMUG004382,Fus,P35637
NONMMUG004385,NONMMUG004385,NONMMUG004385,Fus,P35637
AC140410.1,NONMMUG004387,NONMMUG004387,Fus,P35637
Gm872,NONMMUG004407,NONMMUG004407,Fus,P35637
Gm15963,NONMMUG004430,NONMMUG004430,Fus,P35637
NONMMUG004442,NONMMUG004442,NONMMUG004442,Fus,P35637
NONMMUG004443,NONMMUG004443,NONMMUG004443,Fus,P35637
Gm16155,NONMMUG004449,NONMMUG004449,Fus,P35637
NONMMUG004466,NONMMUG004466,NONMMUG004466,Fus,P35637
NONMMUG004493,NONMMUG004493,NONMMUG004493,Fus,P35637
NONMMUG004507,NONMMUG004507,NONMMUG004507,Fus,P35637
NONMMUG004532,NONMMUG004532,NONMMUG004532,Fus,P35637
NONMMUG004533,NONMMUG004533,NONMMUG004533,Fus,P35637
Poc1b,NONMMUG004535,NONMMUG004535,Fus,P35637
NONMMUG004558,NONMMUG004558,NONMMUG004558,Fus,P35637
NONMMUG004563,NONMMUG004563,NONMMUG004563,Fus,P35637
NONMMUG004564,NONMMUG004564,NONMMUG004564,Fus,P35637
NONMMUG004588,NONMMUG004588,NONMMUG004588,Fus,P35637
NONMMUG004593,NONMMUG004593,NONMMUG004593,Fus,P35637
NONMMUG004611,NONMMUG004611,NONMMUG004611,Fus,P35637
NONMMUG004651,NONMMUG004651,NONMMUG004651,Fus,P35637
Glipr1,NONMMUG004698,NONMMUG004698,Fus,P35637
NONMMUG004704,NONMMUG004704,NONMMUG004704,Fus,P35637
NONMMUG004716,NONMMUG004716,NONMMUG004716,Fus,P35637
NONMMUG004731,NONMMUG004731,NONMMUG004731,Fus,P35637
NONMMUG004808,NONMMUG004808,NONMMUG004808,Fus,P35637
NONMMUG004819,NONMMUG004819,NONMMUG004819,Fus,P35637
NONMMUG004845,NONMMUG004845,NONMMUG004845,Fus,P35637
NONMMUG004855,NONMMUG004855,NONMMUG004855,Fus,P35637
NONMMUG004859,NONMMUG004859,NONMMUG004859,Fus,P35637
NONMMUG004879,NONMMUG004879,NONMMUG004879,Fus,P35637
NONMMUG004884,NONMMUG004884,NONMMUG004884,Fus,P35637
NONMMUG004897,NONMMUG004897,NONMMUG004897,Fus,P35637
NONMMUG004901,NONMMUG004901,NONMMUG004901,Fus,P35637
Tmem5,NONMMUG004912,NONMMUG004912,Fus,P35637
NONMMUG004920,NONMMUG004920,NONMMUG004920,Fus,P35637
NONMMUG004931,NONMMUG004931,NONMMUG004931,Fus,P35637
NONMMUG004932,NONMMUG004932,NONMMUG004932,Fus,P35637
NONMMUG004942,NONMMUG004942,NONMMUG004942,Fus,P35637
NONMMUG004956,NONMMUG004956,NONMMUG004956,Fus,P35637
NONMMUG004982,NONMMUG004982,NONMMUG004982,Fus,P35637
Dtx3,NONMMUG004988,NONMMUG004988,Fus,P35637
Ddit3,NONMMUG004995,NONMMUG004995,Fus,P35637
NONMMUG004997,NONMMUG004997,NONMMUG004997,Fus,P35637
NONMMUG004998,NONMMUG004998,NONMMUG004998,Fus,P35637
NONMMUG004999,NONMMUG004999,NONMMUG004999,Fus,P35637
Stac3,NONMMUG005003,NONMMUG005003,Fus,P35637
Stat6,NONMMUG005008,NONMMUG005008,Fus,P35637
NONMMUG005012,NONMMUG005012,NONMMUG005012,Fus,P35637
Prim1,NONMMUG005017,NONMMUG005017,Fus,P35637
NONMMUG005019,NONMMUG005019,NONMMUG005019,Fus,P35637
Ptges3,NONMMUG005020,NONMMUG005020,Fus,P35637
NONMMUG005025,NONMMUG005025,NONMMUG005025,Fus,P35637
NONMMUG005042,NONMMUG005042,NONMMUG005042,Fus,P35637
NONMMUG005043,NONMMUG005043,NONMMUG005043,Fus,P35637
NONMMUG005044,NONMMUG005044,NONMMUG005044,Fus,P35637
NONMMUG005045,NONMMUG005045,NONMMUG005045,Fus,P35637
NONMMUG005047,NONMMUG005047,NONMMUG005047,Fus,P35637
Zc3h10,NONMMUG005053,NONMMUG005053,Fus,P35637
Rpl41,NONMMUG005054,NONMMUG005054,Fus,P35637
NONMMUG005058,NONMMUG005058,NONMMUG005058,Fus,P35637
NONMMUG005063,NONMMUG005063,NONMMUG005063,Fus,P35637
Rdh5,NONMMUG005069,NONMMUG005069,Fus,P35637
Bloc1s1,NONMMUG005070,NONMMUG005070,Fus,P35637
NONMMUG005079,NONMMUG005079,NONMMUG005079,Fus,P35637
Gm11400,NONMMUG005085,NONMMUG005085,Fus,P35637
NONMMUG005086,NONMMUG005086,NONMMUG005086,Fus,P35637
Patz1,NONMMUG005097,NONMMUG005097,Fus,P35637
NONMMUG005098,NONMMUG005098,NONMMUG005098,Fus,P35637
Gm11948,NONMMUG005106,NONMMUG005106,Fus,P35637
NONMMUG005113,NONMMUG005113,NONMMUG005113,Fus,P35637
Selm,NONMMUG005116,NONMMUG005116,Fus,P35637
Mtfp1,NONMMUG005134,NONMMUG005134,Fus,P35637
NONMMUG005136,NONMMUG005136,NONMMUG005136,Fus,P35637
Mtmr3,NONMMUG005156,NONMMUG005156,Fus,P35637
NONMMUG005162,NONMMUG005162,NONMMUG005162,Fus,P35637
NONMMUG005164,NONMMUG005164,NONMMUG005164,Fus,P35637
AA413626,NONMMUG005171,NONMMUG005171,Fus,P35637
NONMMUG005188,NONMMUG005188,NONMMUG005188,Fus,P35637
NONMMUG005203,NONMMUG005203,NONMMUG005203,Fus,P35637
NONMMUG005205,NONMMUG005205,NONMMUG005205,Fus,P35637
NONMMUG005206,NONMMUG005206,NONMMUG005206,Fus,P35637
NONMMUG005213,NONMMUG005213,NONMMUG005213,Fus,P35637
NONMMUG005216,NONMMUG005216,NONMMUG005216,Fus,P35637
NONMMUG005224,NONMMUG005224,NONMMUG005224,Fus,P35637
NONMMUG005231,NONMMUG005231,NONMMUG005231,Fus,P35637
Gm11974,NONMMUG005256,NONMMUG005256,Fus,P35637
NONMMUG005257,NONMMUG005257,NONMMUG005257,Fus,P35637
NONMMUG005260,NONMMUG005260,NONMMUG005260,Fus,P35637
Tbrg4,NONMMUG005265,NONMMUG005265,Fus,P35637
NONMMUG005278,NONMMUG005278,NONMMUG005278,Fus,P35637
Gm11985,NONMMUG005279,NONMMUG005279,Fus,P35637
NONMMUG005289,NONMMUG005289,NONMMUG005289,Fus,P35637
NONMMUG005319,NONMMUG005319,NONMMUG005319,Fus,P35637
NONMMUG005326,NONMMUG005326,NONMMUG005326,Fus,P35637
Grb10,NONMMUG005327,NONMMUG005327,Fus,P35637
NONMMUG005356,NONMMUG005356,NONMMUG005356,Fus,P35637
E230015J15Rik,NONMMUG005357,NONMMUG005357,Fus,P35637
NONMMUG005365,NONMMUG005365,NONMMUG005365,Fus,P35637
8430419K02Rik,NONMMUG005383,NONMMUG005383,Fus,P35637
NONMMUG005384,NONMMUG005384,NONMMUG005384,Fus,P35637
NONMMUG005385,NONMMUG005385,NONMMUG005385,Fus,P35637
NONMMUG005386,NONMMUG005386,NONMMUG005386,Fus,P35637
NONMMUG005388,NONMMUG005388,NONMMUG005388,Fus,P35637
NONMMUG005390,NONMMUG005390,NONMMUG005390,Fus,P35637
NONMMUG005392,NONMMUG005392,NONMMUG005392,Fus,P35637
Gm16140,NONMMUG005393,NONMMUG005393,Fus,P35637
NONMMUG005410,NONMMUG005410,NONMMUG005410,Fus,P35637
NONMMUG005421,NONMMUG005421,NONMMUG005421,Fus,P35637
NONMMUG005440,NONMMUG005440,NONMMUG005440,Fus,P35637
NONMMUG005446,NONMMUG005446,NONMMUG005446,Fus,P35637
Gm12043,NONMMUG005467,NONMMUG005467,Fus,P35637
Gm12045,NONMMUG005469,NONMMUG005469,Fus,P35637
NONMMUG005472,NONMMUG005472,NONMMUG005472,Fus,P35637
NONMMUG005474,NONMMUG005474,NONMMUG005474,Fus,P35637
NONMMUG005488,NONMMUG005488,NONMMUG005488,Fus,P35637
NONMMUG005494,NONMMUG005494,NONMMUG005494,Fus,P35637
9130230N09Rik,NONMMUG005509,NONMMUG005509,Fus,P35637
NONMMUG005514,NONMMUG005514,NONMMUG005514,Fus,P35637
NONMMUG005541,NONMMUG005541,NONMMUG005541,Fus,P35637
NONMMUG005559,NONMMUG005559,NONMMUG005559,Fus,P35637
NONMMUG005574,NONMMUG005574,NONMMUG005574,Fus,P35637
NONMMUG005590,NONMMUG005590,NONMMUG005590,Fus,P35637
2810471M01Rik,NONMMUG005593,NONMMUG005593,Fus,P35637
NONMMUG005602,NONMMUG005602,NONMMUG005602,Fus,P35637
NONMMUG005604,NONMMUG005604,NONMMUG005604,Fus,P35637
Gm12089,NONMMUG005618,NONMMUG005618,Fus,P35637
NONMMUG005636,NONMMUG005636,NONMMUG005636,Fus,P35637
NONMMUG005645,NONMMUG005645,NONMMUG005645,Fus,P35637
Gm12103,NONMMUG005653,NONMMUG005653,Fus,P35637
NONMMUG005655,NONMMUG005655,NONMMUG005655,Fus,P35637
NONMMUG005660,NONMMUG005660,NONMMUG005660,Fus,P35637
NONMMUG005661,NONMMUG005661,NONMMUG005661,Fus,P35637
Gm12102,NONMMUG005663,NONMMUG005663,Fus,P35637
Hba-a2,NONMMUG005700,NONMMUG005700,Fus,P35637
NONMMUG005703,NONMMUG005703,NONMMUG005703,Fus,P35637
NONMMUG005710,NONMMUG005710,NONMMUG005710,Fus,P35637
Npm1,NONMMUG005722,NONMMUG005722,Fus,P35637
NONMMUG005726,NONMMUG005726,NONMMUG005726,Fus,P35637
NONMMUG005731,NONMMUG005731,NONMMUG005731,Fus,P35637
NONMMUG005733,NONMMUG005733,NONMMUG005733,Fus,P35637
Gm12122,NONMMUG005760,NONMMUG005760,Fus,P35637
NONMMUG005798,NONMMUG005798,NONMMUG005798,Fus,P35637
NONMMUG005804,NONMMUG005804,NONMMUG005804,Fus,P35637
Gm12131,NONMMUG005810,NONMMUG005810,Fus,P35637
Ccng1,NONMMUG005824,NONMMUG005824,Fus,P35637
Gm12146,NONMMUG005845,NONMMUG005845,Fus,P35637
NONMMUG005854,NONMMUG005854,NONMMUG005854,Fus,P35637
NONMMUG005862,NONMMUG005862,NONMMUG005862,Fus,P35637
Ttc1,NONMMUG005863,NONMMUG005863,Fus,P35637
NONMMUG005876,NONMMUG005876,NONMMUG005876,Fus,P35637
NONMMUG005885,NONMMUG005885,NONMMUG005885,Fus,P35637
NONMMUG005891,NONMMUG005891,NONMMUG005891,Fus,P35637
NONMMUG005905,NONMMUG005905,NONMMUG005905,Fus,P35637
Gm12166,NONMMUG005908,NONMMUG005908,Fus,P35637
Gm16033,NONMMUG005910,NONMMUG005910,Fus,P35637
NONMMUG005922,NONMMUG005922,NONMMUG005922,Fus,P35637
NONMMUG005930,NONMMUG005930,NONMMUG005930,Fus,P35637
NONMMUG005935,NONMMUG005935,NONMMUG005935,Fus,P35637
NONMMUG005936,NONMMUG005936,NONMMUG005936,Fus,P35637
NONMMUG005939,NONMMUG005939,NONMMUG005939,Fus,P35637
Gnb2l1,NONMMUG005957,NONMMUG005957,Fus,P35637
Irgm1,NONMMUG005960,NONMMUG005960,Fus,P35637
NONMMUG005980,NONMMUG005980,NONMMUG005980,Fus,P35637
NONMMUG006000,NONMMUG006000,NONMMUG006000,Fus,P35637
Mgat4b,NONMMUG006002,NONMMUG006002,Fus,P35637
NONMMUG006007,NONMMUG006007,NONMMUG006007,Fus,P35637
Zfp354c,NONMMUG006024,NONMMUG006024,Fus,P35637
NONMMUG006028,NONMMUG006028,NONMMUG006028,Fus,P35637
Zfp354a,NONMMUG006034,NONMMUG006034,Fus,P35637
NONMMUG006035,NONMMUG006035,NONMMUG006035,Fus,P35637
Gm25082,NONMMUG006039,NONMMUG006039,Fus,P35637
NONMMUG006044,NONMMUG006044,NONMMUG006044,Fus,P35637
NONMMUG006047,NONMMUG006047,NONMMUG006047,Fus,P35637
NONMMUG006065,NONMMUG006065,NONMMUG006065,Fus,P35637
NONMMUG006066,NONMMUG006066,NONMMUG006066,Fus,P35637
NONMMUG006090,NONMMUG006090,NONMMUG006090,Fus,P35637
NONMMUG006096,NONMMUG006096,NONMMUG006096,Fus,P35637
