dataset,taxaID,locus,gene,essentiality,pmid,Ref_db
223,10090,ENSMUSG00000022893,Adamts1,E,,"{""mgi_marker"":""MGI:109249"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109249""}"
223,10090,ENSMUSG00000059256,Gzmd,NE,,"{""mgi_marker"":""MGI:109255"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109255""}"
223,10090,ENSMUSG00000022361,Zhx1,NE,,"{""mgi_marker"":""MGI:109271"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109271""}"
223,10090,ENSMUSG00000021390,Ogn,NE,,"{""mgi_marker"":""MGI:109278"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109278""}"
223,10090,ENSMUSG00000025453,Nnt,NE,,"{""mgi_marker"":""MGI:109279"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109279""}"
223,10090,ENSMUSG00000026991,Pkp4,NE,,"{""mgi_marker"":""MGI:109281"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109281""}"
223,10090,ENSMUSG00000022351,Sqle,E,,"{""mgi_marker"":""MGI:109296"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109296""}"
223,10090,ENSMUSG00000016528,Mapkapk2,NE,,"{""mgi_marker"":""MGI:109298"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109298""}"
223,10090,ENSMUSG00000031790,Mmp15,NE,,"{""mgi_marker"":""MGI:109320"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109320""}"
223,10090,ENSMUSG00000019846,Lama4,NE,,"{""mgi_marker"":""MGI:109321"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109321""}"
223,10090,ENSMUSG00000031077,Fadd,E,,"{""mgi_marker"":""MGI:109324"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109324""}"
223,10090,ENSMUSG00000031443,F7,E,,"{""mgi_marker"":""MGI:109325"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109325""}"
223,10090,ENSMUSG00000078566,Bnip3,NE,,"{""mgi_marker"":""MGI:109326"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109326""}"
223,10090,ENSMUSG00000011958,Bnip2,NE,,"{""mgi_marker"":""MGI:109327"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109327""}"
223,10090,ENSMUSG00000024191,Bnip1,E,,"{""mgi_marker"":""MGI:109328"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109328""}"
223,10090,ENSMUSG00000020844,Nxn,E,,"{""mgi_marker"":""MGI:109331"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109331""}"
223,10090,ENSMUSG00000041351,Rap1gap,NE,,"{""mgi_marker"":""MGI:109338"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109338""}"
223,10090,ENSMUSG00000028023,Pitx2,E,,"{""mgi_marker"":""MGI:109340"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109340""}"
223,10090,ENSMUSG00000017897,Eya2,NE,,"{""mgi_marker"":""MGI:109341"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109341""}"
223,10090,ENSMUSG00000026427,Eif2d,NE,,"{""mgi_marker"":""MGI:109342"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109342""}"
223,10090,ENSMUSG00000025932,Eya1,E,,"{""mgi_marker"":""MGI:109344"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109344""}"
223,10090,ENSMUSG00000005609,Ctr9,E,,"{""mgi_marker"":""MGI:109345"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109345""}"
223,10090,ENSMUSG00000036446,Lum,E,,"{""mgi_marker"":""MGI:109347"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109347""}"
223,10090,ENSMUSG00000007207,Stx1a,NE,,"{""mgi_marker"":""MGI:109355"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109355""}"
223,10090,ENSMUSG00000027287,Snap23,E,,"{""mgi_marker"":""MGI:109356"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109356""}"
223,10090,ENSMUSG00000026622,Nek2,NE,,"{""mgi_marker"":""MGI:109359"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109359""}"
223,10090,ENSMUSG00000004070,Hmox2,NE,,"{""mgi_marker"":""MGI:109373"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109373""}"
223,10090,ENSMUSG00000055978,Fut2,NE,,"{""mgi_marker"":""MGI:109374"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109374""}"
223,10090,ENSMUSG00000008461,Fut1,NE,,"{""mgi_marker"":""MGI:109375"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109375""}"
223,10090,ENSMUSG00000022969,Il10rb,NE,,"{""mgi_marker"":""MGI:109380"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109380""}"
223,10090,ENSMUSG00000026628,Atf3,NE,,"{""mgi_marker"":""MGI:109384"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109384""}"
223,10090,ENSMUSG00000030017,Reg3g,NE,,"{""mgi_marker"":""MGI:109406"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109406""}"
223,10090,ENSMUSG00000010517,Faf1,NE,,"{""mgi_marker"":""MGI:109419"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109419""}"
223,10090,ENSMUSG00000028125,Abca4,NE,,"{""mgi_marker"":""MGI:109424"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109424""}"
223,10090,ENSMUSG00000032174,Icam5,NE,,"{""mgi_marker"":""MGI:109430"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109430""}"
223,10090,Raet1c,Raet1c,NE,,"{""mgi_marker"":""MGI:109431"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109431""}"
223,10090,ENSMUSG00000026768,Itga8,E,,"{""mgi_marker"":""MGI:109442"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109442""}"
223,10090,ENSMUSG00000034656,Cacna1a,E,,"{""mgi_marker"":""MGI:109482"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109482""}"
223,10090,ENSMUSG00000022285,Ywhaz,E,,"{""mgi_marker"":""MGI:109484"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109484""}"
223,10090,ENSMUSG00000040652,Oaz2,NE,,"{""mgi_marker"":""MGI:109492"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109492""}"
223,10090,ENSMUSG00000056749,Nfil3,NE,,"{""mgi_marker"":""MGI:109495"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109495""}"
223,10090,ENSMUSG00000015627,Gata5,NE,,"{""mgi_marker"":""MGI:109497"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109497""}"
223,10090,ENSMUSG00000057836,Xlr3a,NE,,"{""mgi_marker"":""MGI:109506"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109506""}"
223,10090,ENSMUSG00000005054,Cstb,NE,,"{""mgi_marker"":""MGI:109514"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109514""}"
223,10090,ENSMUSG00000014850,Msh3,NE,,"{""mgi_marker"":""MGI:109519"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109519""}"
223,10090,ENSMUSG00000031997,Trpc6,NE,,"{""mgi_marker"":""MGI:109523"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109523""}"
223,10090,ENSMUSG00000041710,Trpc5,NE,,"{""mgi_marker"":""MGI:109524"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109524""}"
223,10090,ENSMUSG00000027716,Trpc3,E,,"{""mgi_marker"":""MGI:109526"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109526""}"
223,10090,ENSMUSG00000100254,Trpc2,NE,,"{""mgi_marker"":""MGI:109527"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109527""}"
223,10090,ENSMUSG00000032839,Trpc1,NE,,"{""mgi_marker"":""MGI:109528"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109528""}"
223,10090,ENSMUSG00000024826,Dpf2,E,,"{""mgi_marker"":""MGI:109529"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109529""}"
223,10090,ENSMUSG00000021922,Itih4,NE,,"{""mgi_marker"":""MGI:109536"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109536""}"
223,10090,ENSMUSG00000022323,Rida,NE,,"{""mgi_marker"":""MGI:1095401"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1095401""}"
223,10090,ENSMUSG00000028681,Ptch2,NE,,"{""mgi_marker"":""MGI:1095405"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1095405""}"
223,10090,ENSMUSG00000067702,Tuba3a,NE,,"{""mgi_marker"":""MGI:1095406"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1095406""}"
223,10090,ENSMUSG00000059921,Unc5c,E,,"{""mgi_marker"":""MGI:1095412"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1095412""}"
223,10090,ENSMUSG00000020059,Sycp3,NE,,"{""mgi_marker"":""MGI:109542"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109542""}"
223,10090,ENSMUSG00000027690,Slc2a2,E,,"{""mgi_marker"":""MGI:1095438"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1095438""}"
223,10090,ENSMUSG00000019866,Crybg1,E,,"{""mgi_marker"":""MGI:109544"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109544""}"
223,10090,ENSMUSG00000058396,Gpr182,NE,,"{""mgi_marker"":""MGI:109545"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109545""}"
223,10090,ENSMUSG00000033335,Dnm2,E,,"{""mgi_marker"":""MGI:109547"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109547""}"
223,10090,ENSMUSG00000074141,Il4i1,E,,"{""mgi_marker"":""MGI:109552"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109552""}"
223,10090,ENSMUSG00000028932,Psmc2,E,,"{""mgi_marker"":""MGI:109555"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109555""}"
223,10090,ENSMUSG00000044337,Ackr3,E,,"{""mgi_marker"":""MGI:109562"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109562""}"
223,10090,ENSMUSG00000074657,Kif5a,E,,"{""mgi_marker"":""MGI:109564"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109564""}"
223,10090,ENSMUSG00000042712,Tceal9,NE,,"{""mgi_marker"":""MGI:109567"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109567""}"
223,10090,ENSMUSG00000023008,Fmnl3,E,,"{""mgi_marker"":""MGI:109569"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109569""}"
223,10090,ENSMUSG00000005968,Tuft1,NE,,"{""mgi_marker"":""MGI:109572"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109572""}"
223,10090,ENSMUSG00000006281,Tep1,NE,,"{""mgi_marker"":""MGI:109573"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109573""}"
223,10090,ENSMUSG00000029385,Ccng2,NE,,"{""mgi_marker"":""MGI:1095734"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1095734""}"
223,10090,ENSMUSG00000067006,Serpinb5,NE,,"{""mgi_marker"":""MGI:109579"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109579""}"
223,10090,ENSMUSG00000021413,Prpf4b,E,,"{""mgi_marker"":""MGI:109584"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109584""}"
223,10090,ENSMUSG00000027695,Pld1,NE,,"{""mgi_marker"":""MGI:109585"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109585""}"
223,10090,ENSMUSG00000063727,Tnfrsf11b,NE,,"{""mgi_marker"":""MGI:109587"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109587""}"
223,10090,ENSMUSG00000079553,Kifc1,NE,,"{""mgi_marker"":""MGI:109596"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109596""}"
223,10090,ENSMUSG00000031910,Has3,NE,,"{""mgi_marker"":""MGI:109599"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109599""}"
223,10090,ENSMUSG00000032475,Nck1,NE,,"{""mgi_marker"":""MGI:109601"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109601""}"
223,10090,ENSMUSG00000075415,Fnbp1,NE,,"{""mgi_marker"":""MGI:109606"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109606""}"
223,10090,ENSMUSG00000041773,Enc1,NE,,"{""mgi_marker"":""MGI:109610"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109610""}"
223,10090,ENSMUSG00000054889,Dsp,E,,"{""mgi_marker"":""MGI:109611"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109611""}"
223,10090,ENSMUSG00000032033,Barx2,E,,"{""mgi_marker"":""MGI:109617"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109617""}"
223,10090,ENSMUSG00000006273,Atp6v1b2,E,,"{""mgi_marker"":""MGI:109618"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109618""}"
223,10090,ENSMUSG00000000325,Arvcf,NE,,"{""mgi_marker"":""MGI:109620"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109620""}"
223,10090,ENSMUSG00000016349,Eef1a2,NE,,"{""mgi_marker"":""MGI:1096317"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1096317""}"
223,10090,ENSMUSG00000073412,Lst1,NE,,"{""mgi_marker"":""MGI:1096324"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1096324""}"
223,10090,ENSMUSG00000032537,Ephb1,NE,,"{""mgi_marker"":""MGI:1096337"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1096337""}"
223,10090,ENSMUSG00000016477,E2f3,E,,"{""mgi_marker"":""MGI:1096340"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1096340""}"
223,10090,ENSMUSG00000059434,Gckr,NE,,"{""mgi_marker"":""MGI:1096345"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1096345""}"
223,10090,ENSMUSG00000034684,Sema3f,E,,"{""mgi_marker"":""MGI:1096347"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1096347""}"
223,10090,ENSMUSG00000020737,Jpt1,NE,,"{""mgi_marker"":""MGI:1096361"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1096361""}"
223,10090,ENSMUSG00000033768,Nrxn2,NE,,"{""mgi_marker"":""MGI:1096362"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1096362""}"
223,10090,ENSMUSG00000022216,Psme1,NE,,"{""mgi_marker"":""MGI:1096367"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1096367""}"
223,10090,ENSMUSG00000040857,Erf,E,,"{""mgi_marker"":""MGI:109637"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:109637""}"
223,10090,ENSMUSG00000029763,Exoc4,E,,"{""mgi_marker"":""MGI:1096376"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1096376""}"
223,10090,ENSMUSG00000031073,Fgf15,E,,"{""mgi_marker"":""MGI:1096383"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1096383""}"
223,10090,ENSMUSG00000004892,Bcan,NE,,"{""mgi_marker"":""MGI:1096385"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1096385""}"
223,10090,ENSMUSG00000024109,Nrxn1,NE,,"{""mgi_marker"":""MGI:1096391"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1096391""}"
223,10090,ENSMUSG00000021730,Hcn1,NE,,"{""mgi_marker"":""MGI:1096392"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1096392""}"
223,10090,ENSMUSG00000022676,Snai2,E,,"{""mgi_marker"":""MGI:1096393"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1096393""}"
223,10090,ENSMUSG00000049553,Polr1a,E,,"{""mgi_marker"":""MGI:1096397"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1096397""}"
223,10090,ENSMUSG00000025423,Pias2,NE,,"{""mgi_marker"":""MGI:1096566"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1096566""}"
223,10090,ENSMUSG00000041438,Utp4,E,,"{""mgi_marker"":""MGI:1096573"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1096573""}"
223,10090,ENSMUSG00000000805,Car4,E,,"{""mgi_marker"":""MGI:1096574"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1096574""}"
223,10090,ENSMUSG00000029371,Cxcl5,NE,,"{""mgi_marker"":""MGI:1096868"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1096868""}"
223,10090,ENSMUSG00000021356,Irf4,NE,,"{""mgi_marker"":""MGI:1096873"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1096873""}"
223,10090,ENSMUSG00000043940,Wdfy3,E,,"{""mgi_marker"":""MGI:1096875"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1096875""}"
223,10090,ENSMUSG00000059363,Fxn,E,,"{""mgi_marker"":""MGI:1096879"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1096879""}"
223,10090,ENSMUSG00000031778,Cx3cl1,NE,,"{""mgi_marker"":""MGI:1097153"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1097153""}"
223,10090,ENSMUSG00000017969,Ptgis,NE,,"{""mgi_marker"":""MGI:1097156"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1097156""}"
223,10090,ENSMUSG00000020471,Pold2,E,,"{""mgi_marker"":""MGI:1097163"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1097163""}"
223,10090,ENSMUSG00000025105,Bnc1,NE,,"{""mgi_marker"":""MGI:1097164"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1097164""}"
223,10090,ENSMUSG00000040552,C3ar1,NE,,"{""mgi_marker"":""MGI:1097680"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1097680""}"
223,10090,ENSMUSG00000006920,Ezh1,NE,,"{""mgi_marker"":""MGI:1097695"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1097695""}"
223,10090,ENSMUSG00000024413,Npc1,E,,"{""mgi_marker"":""MGI:1097712"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1097712""}"
223,10090,ENSMUSG00000030103,Bhlhe40,NE,,"{""mgi_marker"":""MGI:1097714"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1097714""}"
223,10090,ENSMUSG00000024803,Ankrd1,NE,,"{""mgi_marker"":""MGI:1097717"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1097717""}"
223,10090,ENSMUSG00000033061,Resp18,NE,,"{""mgi_marker"":""MGI:1098222"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1098222""}"
223,10090,ENSMUSG00000030346,Rad51ap1,NE,,"{""mgi_marker"":""MGI:1098224"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1098224""}"
223,10090,ENSMUSG00000045328,Cenpe,E,,"{""mgi_marker"":""MGI:1098230"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1098230""}"
223,10090,ENSMUSG00000021585,Cast,NE,,"{""mgi_marker"":""MGI:1098236"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1098236""}"
223,10090,ENSMUSG00000032489,Kif9,NE,,"{""mgi_marker"":""MGI:1098237"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1098237""}"
223,10090,ENSMUSG00000038871,Bpgm,NE,,"{""mgi_marker"":""MGI:1098242"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1098242""}"
223,10090,ENSMUSG00000004849,Ap1s1,E,,"{""mgi_marker"":""MGI:1098244"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1098244""}"
223,10090,ENSMUSG00000036768,Kif15,NE,,"{""mgi_marker"":""MGI:1098258"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1098258""}"
223,10090,ENSMUSG00000020456,Ogdh,E,,"{""mgi_marker"":""MGI:1098267"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1098267""}"
223,10090,ENSMUSG00000002799,Jag2,E,,"{""mgi_marker"":""MGI:1098270"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1098270""}"
223,10090,ENSMUSG00000026360,Rgs2,NE,,"{""mgi_marker"":""MGI:1098271"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1098271""}"
223,10090,ENSMUSG00000006724,Cyp27b1,NE,,"{""mgi_marker"":""MGI:1098274"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1098274""}"
223,10090,ENSMUSG00000022149,C9,NE,,"{""mgi_marker"":""MGI:1098282"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1098282""}"
223,10090,ENSMUSG00000024900,Cpt1a,NE,,"{""mgi_marker"":""MGI:1098296"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1098296""}"
223,10090,ENSMUSG00000026678,Rgs5,NE,,"{""mgi_marker"":""MGI:1098434"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1098434""}"
223,10090,ENSMUSG00000021975,Ints9,E,,"{""mgi_marker"":""MGI:1098533"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1098533""}"
223,10090,ENSMUSG00000030272,Camk1,NE,,"{""mgi_marker"":""MGI:1098535"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1098535""}"
223,10090,ENSMUSG00000001056,Nhp2,E,,"{""mgi_marker"":""MGI:1098547"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1098547""}"
223,10090,ENSMUSG00000053334,Ficd,NE,,"{""mgi_marker"":""MGI:1098550"",""db"":""IMPC"",""link"":""https://www.mousephenotype.org/data/genes/MGI:1098550""}"
