gene	essentiality	ncbi_id	ensembl
MKI67	CSEGs	4288	ENSG00000148773
MKNK1	CSEGs	8569	ENSG00000079277
MKRN3	CSEGs	7681	ENSG00000179455
MKRN9P	CSEGs	400058	ENSG00000258128
MLKL	CSEGs	197259	
MMP12	CSEGs	4321	ENSG00000262406
MMP28	CSEGs	79148	ENSG00000271447
MMRN1	CSEGs	22915	ENSG00000138722
MMS22L	CEGs	253714	ENSG00000146263
MNDA	CSEGs	4332	ENSG00000163563
MOB1B	CSEGs	92597	ENSG00000173542
MON2	CSEGs	23041	ENSG00000061987
MORN1	CSEGs	79906	ENSG00000116151
MOV10L1	CSEGs	54456	ENSG00000073146
MPDZ	CSEGs	8777	ENSG00000107186
MPHOSPH10	CEGs	10199	ENSG00000124383
MPLKIP	CSEGs	136647	ENSG00000168303
MPP5	CSEGs	64398	
MPP7	CSEGs	143098	ENSG00000150054
MRGPRX4	CSEGs	117196	ENSG00000179817
MROH6	CSEGs	642475	ENSG00000204839
MRPL14	CSEGs	64928	ENSG00000180992
MRPL33	CSEGs	9553	ENSG00000243147
MRPL52	CSEGs	122704	ENSG00000172590
MRPS18B	CSEGs	28973	ENSG00000204568
MRRF	CSEGs	92399	ENSG00000148187
MRS2	CSEGs	57380	ENSG00000124532
MS4A6A	CSEGs	64231	ENSG00000110077
MSANTD4	CSEGs	84437	ENSG00000170903
MSC	CSEGs	9242	ENSG00000178860
MSH2	CSEGs	4436	ENSG00000095002
MSI1	CSEGs	4440	ENSG00000135097
MSMO1	CSEGs	6307	ENSG00000052802
MST1R	CSEGs	4486	ENSG00000164078
MSX1	CSEGs	4487	ENSG00000163132
MT1HL1	CSEGs	645745	ENSG00000244020
MT1M	CSEGs	4499	
MTBP	CEGs	27085	ENSG00000172167
MTFP1	CSEGs	51537	ENSG00000242114
MTFR1	CSEGs	9650	ENSG00000066855
MTHFD2L	CSEGs	441024	ENSG00000163738
MTHFR	CSEGs	4524	ENSG00000177000
MTMR10	CSEGs	54893	
MTMR12	CSEGs	54545	ENSG00000150712
MTMR6	CSEGs	9107	ENSG00000139505
MVP	CSEGs	9961	ENSG00000013364
MXI1	CSEGs	4601	ENSG00000119950
MYADM	CSEGs	91663	ENSG00000179820
MYADML2	CSEGs	255275	ENSG00000185105
MYCL	CSEGs	4610	ENSG00000116990
MYF6	CSEGs	4618	ENSG00000111046
MYH10	CSEGs	4628	ENSG00000133026
MYLIP	CSEGs	29116	ENSG00000007944
MYO18B	CSEGs	84700	ENSG00000133454
MYO1D	CSEGs	4642	ENSG00000176658
MYO5C	CSEGs	55930	ENSG00000128833
MYOD1	CSEGs	4654	ENSG00000129152
MYSM1	CSEGs	114803	ENSG00000162601
MZB1	CSEGs	51237	ENSG00000170476
MZT1	CEGs	440145	ENSG00000204899
NAA16	CSEGs	79612	ENSG00000172766
NAA38	CEGs	84316	ENSG00000183011
NAA50	CEGs	80218	ENSG00000121579
NACC2	CSEGs	138151	ENSG00000148411
NALCN	CSEGs	259232	ENSG00000102452
NAP1L4	CSEGs	4676	ENSG00000205531
NAPA	CEGs	8775	ENSG00000105402
NAPSB	CSEGs	256236	ENSG00000131401
NAT2	CSEGs	10	ENSG00000156006
NCAPG	CEGs	64151	ENSG00000109805
NCBP1	CEGs	4686	ENSG00000136937
NCBP2	CEGs	22916	ENSG00000114503
NCDN	CSEGs	23154	ENSG00000020129
NCKAP1L	CSEGs	3071	ENSG00000123338
NCOA3	CSEGs	8202	ENSG00000124151
NDC80	CEGs	10403	ENSG00000080986
NDN	CSEGs	4692	ENSG00000182636
NDRG3	CSEGs	57446	ENSG00000101079
NDST3	CSEGs	9348	ENSG00000164100
NDUFAF5	CSEGs	79133	ENSG00000101247
NDUFAF6	CSEGs	137682	ENSG00000156170
NDUFV2	CSEGs	4729	ENSG00000178127
NEDD1	CEGs	121441	ENSG00000139350
NEDD4L	CSEGs	23327	ENSG00000049759
NEDD8	CEGs	4738	ENSG00000129559
NEFL	CSEGs	4747	ENSG00000277586
NEK2	CSEGs	4751	ENSG00000117650
NEK3	CSEGs	4752	ENSG00000136098
NEK9	CSEGs	91754	ENSG00000119638
NELL1	CSEGs	4745	ENSG00000165973
NEO1	CSEGs	4756	ENSG00000067141
NETO1	CSEGs	81832	ENSG00000166342
NFKB2	CSEGs	4791	ENSG00000077150
NFKBIB	CSEGs	4793	
NHLRC1	CSEGs	378884	ENSG00000187566
NHLRC3	CSEGs	387921	ENSG00000188811
NID1	CSEGs	4811	ENSG00000116962
NIP7	CEGs	51388	ENSG00000132603
NKAP	CEGs	79576	ENSG00000101882
NKD2	CSEGs	85409	ENSG00000145506
NLRP12	CSEGs	91662	ENSG00000142405
NMD3	CEGs	51068	ENSG00000169251
NME3	CSEGs	4832	ENSG00000103024
NME4	CSEGs	4833	ENSG00000103202
NME6	CSEGs	10201	ENSG00000172113
NME9	CSEGs	347736	ENSG00000181322
NNAT	CSEGs	4826	ENSG00000053438
NOL9	CEGs	79707	ENSG00000162408
NOMO2	CSEGs	283820	ENSG00000185164
NOP16	CEGs	51491	ENSG00000048162
NOP58	CEGs	51602	ENSG00000055044
NOS2	CSEGs	4843	ENSG00000007171
NOTCH3	CSEGs	4854	ENSG00000074181
NOTCH4	CSEGs	4855	ENSG00000204301
NOXA1	CSEGs	10811	ENSG00000188747
NOXO1	CSEGs		ENSG00000196408
NPBWR1	CSEGs	2831	ENSG00000183729
NPIPA5	CEGs	100288332	ENSG00000183793
NPLOC4	CEGs	55666	ENSG00000182446
NPPC	CSEGs	4880	ENSG00000163273
NPS	CSEGs	594857	ENSG00000214285
NPSR1	CSEGs	387129	ENSG00000187258
NPY1R	CSEGs	4886	ENSG00000164128
NR1D1	CSEGs	9572	ENSG00000126368
NR1H2	CSEGs	7376	
NR1I2	CSEGs	8856	ENSG00000144852
NRDE2	CEGs	55051	ENSG00000119720
NREP	CSEGs	9315	ENSG00000134986
NRF1	CEGs	4899	ENSG00000106459
NRG4	CSEGs	145957	ENSG00000169752
NRL	CSEGs	4901	ENSG00000129535
NRN1	CSEGs	51299	ENSG00000124785
NRSN2	CSEGs	80023	ENSG00000125841
NSA2	CEGs	10412	ENSG00000164346
NSF	CEGs	4905	ENSG00000073969
NSL1	CEGs	25936	ENSG00000117697
NSRP1	CSEGs	84081	ENSG00000126653
NT5C	CSEGs	30833	ENSG00000125458
NT5C2	CSEGs	22978	ENSG00000076685
NT5DC1	CSEGs	221294	ENSG00000178425
NTAN1	CSEGs	123803	ENSG00000157045
NUAK1	CSEGs	9891	ENSG00000074590
NUB1	CSEGs	51667	ENSG00000013374
NUBP1	CEGs	4682	ENSG00000103274
NUDT14	CSEGs	256281	ENSG00000183828
NUDT21	CEGs	11051	ENSG00000167005
NUF2	CEGs	83540	ENSG00000143228
NUFIP2	CSEGs	57532	
NUP133	CEGs	55746	ENSG00000069248
NUP155	CEGs	9631	ENSG00000113569
NUP160	CEGs	23279	ENSG00000030066
NUP214	CEGs	8021	ENSG00000126883
NUP37	CSEGs	79023	ENSG00000075188
NUP62CL	CSEGs	54830	ENSG00000198088
NUP88	CEGs	4927	ENSG00000108559
NUS1	CEGs	116150	ENSG00000153989
NUTF2	CEGs	10204	ENSG00000102898
NUTM1	CSEGs	256646	ENSG00000184507
NUTM2G	CSEGs	441457	ENSG00000188152
OAS2	CSEGs	4939	ENSG00000111335
OBP2B	CSEGs	29989	ENSG00000171102
OCSTAMP	CSEGs	128506	ENSG00000149635
ODAM	CSEGs	54959	ENSG00000109205
OGT	CEGs	8473	ENSG00000147162
OPN1SW	CSEGs	611	ENSG00000128617
OPRK1	CSEGs	4986	ENSG00000082556
OPRL1	CSEGs	4987	ENSG00000125510
OR10X1	CSEGs	128367	ENSG00000279111
OR12D2	CSEGs	26529	ENSG00000280236
OR13D1	CSEGs	286365	ENSG00000179055
OR1B1	CSEGs	347169	ENSG00000280094
OR1D4	CSEGs	653166	ENSG00000255095
OR1D5	CSEGs	8386	ENSG00000262628
OR2D3	CSEGs	120775	ENSG00000178358
OR2T29	CSEGs	343563	ENSG00000182783
OR2T35	CSEGs	403244	ENSG00000177151
OR52L1	CSEGs	338751	ENSG00000183313
OR52M1	CSEGs	119772	ENSG00000197790
OR5C1	CSEGs	392391	ENSG00000148215
OR5P2	CSEGs	120065	ENSG00000183303
OR6W1P	CSEGs	89883	ENSG00000179420
ORC1	CEGs	4998	ENSG00000085840
ORC6	CEGs	23594	ENSG00000091651
OSBPL11	CSEGs	114885	ENSG00000144909
OSBPL5	CSEGs	114879	ENSG00000021762
OSCAR	CSEGs	126014	ENSG00000170909
OTOR	CSEGs	56914	ENSG00000125879
OTUB2	CSEGs	78990	ENSG00000089723
OTUD5	CSEGs	55593	ENSG00000068308
OTUD6B	CSEGs	51633	ENSG00000155100
OVOL1	CSEGs	5017	ENSG00000172818
OXSR1	CSEGs	9943	ENSG00000172939
P2RY13	CSEGs	53829	ENSG00000181631
P2RY14	CSEGs	9934	ENSG00000174944
PAAF1	CSEGs	80227	ENSG00000175575
PABPC4	CSEGs	8761	ENSG00000090621
PACRGL	CSEGs	133015	ENSG00000163138
PACS1	CSEGs	55690	ENSG00000175115
PAFAH1B1	CEGs	5048	ENSG00000007168
PAFAH1B3	CSEGs	5050	
PAGE5	CSEGs	90737	ENSG00000158639
PALM	CSEGs	5064	ENSG00000099864
PALM3	CSEGs	342979	ENSG00000187867
PALMD	CSEGs	54873	ENSG00000099260
PAM16	CEGs	51025	ENSG00000217930
PAN3	CSEGs	255967	ENSG00000152520
PANK1	CSEGs	53354	ENSG00000152782
PANX3	CSEGs	116337	ENSG00000154143
PAPLN	CSEGs	89932	
PAPSS1	CSEGs	9061	ENSG00000138801
PARP4	CSEGs	143	ENSG00000102699
PARVA	CSEGs	55742	ENSG00000197702
PARVG	CSEGs	64098	ENSG00000138964
PBX2	CSEGs	5089	ENSG00000204304
PCBD1	CSEGs	5092	ENSG00000166228
PCDH1	CSEGs	5097	ENSG00000156453
PCDH11X	CSEGs	27328	ENSG00000102290
PCDHA10	CSEGs	56139	ENSG00000250120
PCDHA12	CSEGs	56137	ENSG00000251664
PCDHA9	CSEGs	9752	ENSG00000204961
PCDHB14	CSEGs	56122	ENSG00000120327
PCDHB2	CSEGs	56133	ENSG00000112852
PCDHB5	CSEGs	26167	ENSG00000113209
PCDHGA4	CSEGs	56111	
PCDHGB2	CSEGs	56103	
PCID2	CEGs	55795	ENSG00000126226
PCK2	CSEGs	5106	ENSG00000100889
PCMTD2	CSEGs	55251	ENSG00000203880
PCNA	CEGs	5111	ENSG00000132646
PCSK6	CSEGs	5046	
PCYT1B	CSEGs	9468	ENSG00000102230
PDCD11	CEGs	22984	ENSG00000148843
PDCD7	CEGs	10081	ENSG00000090470
PDE11A	CSEGs	50940	ENSG00000128655
PDE12	CSEGs	201626	ENSG00000174840
PDE1A	CSEGs		ENSG00000115252
PDE4C	CSEGs	5143	
PDE4D	CSEGs	5144	ENSG00000113448
PDGFC	CSEGs	56034	ENSG00000145431
PDHA1	CSEGs	5160	ENSG00000131828
PDHA2	CSEGs	5161	ENSG00000163114
PDIA5	CSEGs	10954	ENSG00000065485
PDXP	CSEGs	57026	ENSG00000241360
PDZK1	CSEGs	5174	ENSG00000174827
PEF1	CSEGs	553115	ENSG00000162517
PES1	CEGs	23481	ENSG00000100029
PEX19	CSEGs	5824	ENSG00000162735
PFDN2	CEGs	5202	ENSG00000143256
PFDN6	CEGs	10471	ENSG00000204220
PGBD4	CSEGs	161779	ENSG00000182405
PGBD5	CSEGs	79605	ENSG00000177614
PGLYRP2	CSEGs	114770	ENSG00000161031
PHAX	CEGs	51808	ENSG00000164902
PHB	CEGs	5245	ENSG00000167085
PHB2	CEGs	11331	ENSG00000215021
PHC3	CSEGs	80012	ENSG00000173889
PHF20	CSEGs	51230	ENSG00000025293
PHF5A	CEGs	84844	ENSG00000100410
PHLPP1	CSEGs	23239	ENSG00000081913
PHOSPHO1	CSEGs	162466	ENSG00000173868
PHPT1	CSEGs	29085	ENSG00000054148
PHRF1	CSEGs	57661	ENSG00000070047
PI4K2B	CSEGs	55300	ENSG00000038210
PIAS2	CSEGs	9063	ENSG00000078043
PIGB	CSEGs	9488	ENSG00000069943
PIGP	CSEGs	51227	ENSG00000185808
PIGS	CSEGs	94005	ENSG00000087111
PIK3AP1	CSEGs	118788	ENSG00000155629
PIK3C2A	CSEGs	5286	ENSG00000011405
PIK3C2B	CSEGs	5287	ENSG00000133056
PIK3C2G	CSEGs	5288	ENSG00000139144
PIK3R2	CSEGs	5296	ENSG00000105647
PIKFYVE	CSEGs	200576	ENSG00000115020
PILRB	CSEGs	29990	ENSG00000121716
PIM1	CSEGs	5292	ENSG00000137193
PIM2	CSEGs	11040	ENSG00000102096
PIN1P1	CSEGs	5301	ENSG00000229359
PINK1	CSEGs	65018	ENSG00000158828
PIP4K2C	CSEGs	79837	ENSG00000166908
PIPOX	CSEGs	51268	ENSG00000179761
PISD	CEGs	23761	ENSG00000241878
PKMYT1	CEGs	9088	ENSG00000127564
PKNOX1	CSEGs	5316	ENSG00000160199
PKNOX2	CSEGs	63876	ENSG00000165495
PKP2	CSEGs	5318	ENSG00000057294
PLA2G12A	CSEGs	81579	ENSG00000123739
PLA2G15	CSEGs	23659	ENSG00000103066
PLA2G2F	CSEGs	64600	ENSG00000158786
PLA2G4B	CSEGs	100137049	ENSG00000243708
PLA2G4C	CSEGs	8605	ENSG00000105499
PLA2G4E	CSEGs	123745	ENSG00000188089
PLAC9	CSEGs	219348	ENSG00000189129
